evidence_partition,date_utc,utc_block_start_ms,candidate_time_utc,candidate_time_msc,side,signed_update_imbalance,displacement_price,entry_time_msc,entry_delay_ms,entry_bid,entry_ask,exit_time_msc,exit_delay_ms,exit_bid,exit_ask,observed_bidask_move,base_pnl_dollars,stress_pnl_dollars,reference_lot
EARLY_REPLICATION,2016-07-12,1468324800000,2016-07-12T14:01:45.609000Z,1468332105609,LONG,0.7647058823529411,0.6104999999997744,1468332105761,152,1343.502,1343.72,1468332225835,74,1341.151,1341.431,-2.56899999999996,-2.66899999999996,-2.86899999999996,0.01
EARLY_REPLICATION,2016-07-14,1468454400000,2016-07-14T01:41:21.778000Z,1468460481778,SHORT,-0.7714285714285715,-0.6099999999999,1468460481829,51,1340.398,1340.748,1468460602017,188,1341.38,1341.729,-1.331000000000131,-1.431000000000131,-1.631000000000131,0.01
EARLY_REPLICATION,2016-07-18,1468800000000,2016-07-18T01:06:43.379000Z,1468804003379,SHORT,-0.75,-0.9054999999998472,1468804003430,51,1329.122,1329.43,1468804124188,758,1326.689,1327.111,2.0109999999999673,1.9109999999999672,1.7109999999999672,0.01
EARLY_REPLICATION,2016-07-19,1468929600000,2016-07-19T12:30:07.413000Z,1468931407413,SHORT,-0.7894736842105263,-0.6755000000002838,1468931407516,103,1331.461,1331.838,1468931528366,850,1331.722,1331.991,-0.5299999999999727,-0.6299999999999727,-0.8299999999999728,0.01
EARLY_REPLICATION,2016-07-20,1468972800000,2016-07-20T03:05:18.126000Z,1468983918126,LONG,0.75,0.8299999999999272,1468983918177,51,1332.339,1332.571,1468984038261,84,1331.489,1331.769,-1.08199999999988,-1.18199999999988,-1.38199999999988,0.01
EARLY_REPLICATION,2016-07-20,1468987200000,2016-07-20T05:54:33.888000Z,1468994073888,SHORT,-0.8,-0.6505000000001928,1468994073989,101,1330.038,1330.342,1468994194080,91,1329.448,1329.741,0.29700000000002547,0.19700000000002546,-0.002999999999974523,0.01
EARLY_REPLICATION,2016-07-25,1469404800000,2016-07-25T00:30:42.438000Z,1469406642438,SHORT,-0.8666666666666667,-0.8700000000003456,1469406642539,101,1320.13,1320.358,1469406763282,743,1318.289,1318.668,1.4620000000002165,1.3620000000002164,1.1620000000002164,0.01
EARLY_REPLICATION,2016-08-01,1470038400000,2016-08-01T08:10:01.652000Z,1470039001652,LONG,0.7931034482758621,0.7795000000000982,1470039001879,227,1349.751,1350.002,1470039122110,231,1348.951,1349.192,-1.0509999999999309,-1.150999999999931,-1.350999999999931,0.01
EARLY_REPLICATION,2016-08-10,1470830400000,2016-08-10T13:21:50.131000Z,1470835310131,SHORT,-0.7714285714285715,-0.9414999999999054,1470835310182,51,1352.667,1352.8,1470835430341,159,1352.389,1352.671,-0.004000000000132786,-0.10400000000013279,-0.3040000000001328,0.01
EARLY_REPLICATION,2016-08-11,1470916800000,2016-08-11T13:18:58.024000Z,1470921538024,SHORT,-0.75,-0.6114999999999782,1470921538125,101,1347.278,1347.582,1470921658388,263,1347.682,1347.952,-0.6739999999999782,-0.7739999999999781,-0.9739999999999782,0.01
EARLY_REPLICATION,2016-08-17,1471449600000,2016-08-17T18:10:46.778000Z,1471457446778,SHORT,-0.8823529411764706,-0.8810000000000855,1471457446829,51,1350.467,1350.571,1471457566887,58,1348.459,1348.761,1.706000000000131,1.6060000000001309,1.406000000000131,0.01
EARLY_REPLICATION,2016-08-17,1471464000000,2016-08-17T23:17:37.428000Z,1471475857428,LONG,0.7647058823529411,0.6050000000000182,1471475857529,101,1351.779,1352.121,1471475978553,1024,1351.659,1351.911,-0.4619999999999891,-0.5619999999999891,-0.7619999999999891,0.01
EARLY_REPLICATION,2016-09-08,1473292800000,2016-09-08T00:10:06.572000Z,1473293406572,LONG,0.7647058823529411,0.6304999999999836,1473293406636,64,1344.789,1345.141,1473293526837,201,1345.279,1345.57,0.13799999999991996,0.03799999999991996,-0.16200000000008002,0.01
