Open_Interest_All_futures,Dealer_Positions_Long_All_futures,Dealer_Positions_Short_All_futures,Asset_Mgr_Positions_Long_All_futures,Asset_Mgr_Positions_Short_All_futures,Lev_Money_Positions_Long_All_futures,Lev_Money_Positions_Short_All_futures,report_date_utc,Open_Interest_All_combined,Dealer_Positions_Long_All_combined,Dealer_Positions_Short_All_combined,Asset_Mgr_Positions_Long_All_combined,Asset_Mgr_Positions_Short_All_combined,Lev_Money_Positions_Long_All_combined,Lev_Money_Positions_Short_All_combined,dealer_options_equivalent_net,dealer_flow_change,vote_dealer,dealer_futures_flow_change,futures_vote_dealer,asset_options_equivalent_net,asset_flow_change,vote_asset,asset_futures_flow_change,futures_vote_asset,leveraged_options_equivalent_net,leveraged_flow_change,vote_leveraged,leveraged_futures_flow_change,futures_vote_leveraged,three_valid_nonzero_votes,vote_sum,side,futures_vote_sum,futures_side,availability_utc
547329,44682,287340,317583,98656,51313,78126,2020-05-12 00:00:00+00:00,598612,45280,286831,321092,98356,45390,76526,1107.0,-1299.0,1.0,0.017322549400233922,-1.0,3809.0,240.0,1.0,-0.010281952152424112,-1.0,-4323.0,1330.0,1.0,-0.004365609355024849,-1.0,True,3.0,LONG,-3.0,SHORT,2020-05-20 00:00:00+00:00
547206,42690,281244,318462,105510,48455,79962,2020-05-19 00:00:00+00:00,601044,43393,280817,322760,105987,43156,78905,1130.0,23.0,-1.0,0.007400262460844298,-1.0,3821.0,12.0,1.0,-0.01082919601347121,-1.0,-4242.0,81.0,1.0,-0.008589133935741948,-1.0,True,1.0,LONG,-3.0,SHORT,2020-05-27 00:00:00+00:00
556749,40084,288477,326808,106700,52480,83302,2020-05-26 00:00:00+00:00,609350,39633,288035,331228,107358,46896,81847,-9.0,-1139.0,1.0,-0.010199815531201584,1.0,3762.0,-59.0,-1.0,0.0061827200789523196,1.0,-4129.0,113.0,1.0,0.0022172763344838822,1.0,True,1.0,LONG,3.0,LONG,2020-06-03 00:00:00+00:00
583384,36698,304195,332769,98620,52066,83119,2020-06-02 00:00:00+00:00,648551,40137,304086,336408,98931,45340,84075,3548.0,3557.0,-1.0,-0.012377476660851261,1.0,3328.0,-434.0,-1.0,0.006018304819946918,1.0,-7682.0,-3553.0,-1.0,0.0021315832407275345,1.0,True,-3.0,SHORT,3.0,LONG,2020-06-10 00:00:00+00:00
592915,38029,329966,340150,86791,51348,84377,2020-06-09 00:00:00+00:00,655042,35864,329075,344358,87666,50063,85692,-1274.0,-4822.0,1.0,-0.0338493448728826,1.0,3333.0,5.0,1.0,0.025947404268267138,1.0,-2600.0,5082.0,1.0,-0.0024770389247534413,-1.0,True,3.0,LONG,1.0,LONG,2020-06-17 00:00:00+00:00
574939,26123,335609,344850,89413,47845,66789,2020-06-16 00:00:00+00:00,637313,26279,336032,348453,89976,46626,67870,-267.0,1007.0,-1.0,-0.045917823382826184,1.0,3040.0,-293.0,-1.0,0.016974565052556567,1.0,-2300.0,300.0,1.0,0.02275654740626471,1.0,True,-1.0,SHORT,3.0,LONG,2020-06-24 00:00:00+00:00
585421,27230,345072,345739,90847,52353,67326,2020-06-23 00:00:00+00:00,648743,27207,344346,349974,91563,48658,68319,703.0,970.0,-1.0,-0.004635307231452446,1.0,3519.0,479.0,1.0,-0.008885912014324704,-1.0,-4688.0,-2388.0,-1.0,0.0073731169936312214,1.0,True,-1.0,SHORT,1.0,LONG,2020-07-01 00:00:00+00:00
579738,26432,334405,351181,92171,45082,76489,2020-06-30 00:00:00+00:00,643597,26615,336789,354902,92595,40337,73975,-2201.0,-2904.0,1.0,0.011701035403828608,-1.0,3297.0,-222.0,-1.0,0.011371300923401939,1.0,-2231.0,2457.0,1.0,-0.02859800643281019,-1.0,True,1.0,LONG,-1.0,SHORT,2020-07-08 00:00:00+00:00
593341,27430,354567,352516,84610,49579,76501,2020-07-07 00:00:00+00:00,646323,25755,356371,358628,84682,44949,75760,-3479.0,-1278.0,1.0,-0.020119470731180367,1.0,6040.0,2743.0,1.0,0.00475034936642349,1.0,-3889.0,-1658.0,-1.0,0.008800900900968987,1.0,True,1.0,LONG,3.0,LONG,2020-07-15 00:00:00+00:00
604982,26642,372706,372201,77041,53992,79311,2020-07-14 00:00:00+00:00,667904,25700,373091,379793,77355,48181,80775,-1327.0,2152.0,-1.0,-0.020676260224511522,1.0,7278.0,1238.0,1.0,0.03636115207069812,1.0,-7275.0,-3386.0,-1.0,0.0035227390900774633,1.0,True,-1.0,SHORT,3.0,LONG,2020-07-22 00:00:00+00:00
636212,26776,404926,385659,72042,59583,74578,2020-07-21 00:00:00+00:00,710896,25654,411088,393950,72713,54568,71975,-7284.0,-5957.0,1.0,-0.022353715461020163,1.0,7620.0,342.0,1.0,0.005061891739742919,1.0,-2412.0,4863.0,1.0,0.018281644296297146,1.0,True,3.0,LONG,3.0,LONG,2020-07-29 00:00:00+00:00
678965,27052,448326,399479,69796,78712,84562,2020-07-28 00:00:00+00:00,768384,26794,457365,408321,70588,74588,80775,-9297.0,-2013.0,1.0,-0.026087626505117756,1.0,8050.0,430.0,1.0,-0.007377173123386205,-1.0,-337.0,2075.0,1.0,0.014953132309787166,1.0,True,3.0,LONG,1.0,LONG,2020-08-05 00:00:00+00:00
704875,27191,478174,401811,69106,91850,80218,2020-08-04 00:00:00+00:00,795353,27064,486005,408571,70344,85507,74460,-7958.0,1339.0,-1.0,-0.019340666876488943,1.0,5522.0,-2528.0,-1.0,-0.01356132795234205,-1.0,-585.0,-248.0,-1.0,0.025118272024583197,1.0,True,-3.0,SHORT,1.0,LONG,2020-08-12 00:00:00+00:00
706458,27562,493403,401216,68210,96780,66321,2020-08-11 00:00:00+00:00,776236,27405,498181,409172,69270,90671,65307,-4935.0,3023.0,-1.0,-0.019598033673610682,1.0,6896.0,1374.0,1.0,-0.000631580339033655,-1.0,-5095.0,-4510.0,-1.0,0.02661287293930544,1.0,True,-1.0,SHORT,1.0,LONG,2020-08-19 00:00:00+00:00
704050,28605,496669,406235,68912,93893,62324,2020-08-18 00:00:00+00:00,785166,28478,502432,415172,69421,87900,61821,-5890.0,-955.0,1.0,-0.005412746317044359,1.0,8428.0,1532.0,1.0,0.007743865946137074,1.0,-5490.0,-395.0,-1.0,0.001724055302696828,1.0,True,1.0,LONG,3.0,LONG,2020-08-26 00:00:00+00:00
704077,28911,497753,407293,75184,89098,52003,2020-08-25 00:00:00+00:00,780921,28777,501061,415545,76281,81651,51052,-3442.0,2448.0,-1.0,-0.0010794983456059448,1.0,7155.0,-1273.0,-1.0,-0.007423813283106873,-1.0,-6496.0,-1006.0,-1.0,0.00784685388542223,1.0,True,-3.0,SHORT,1.0,LONG,2020-09-02 00:00:00+00:00
698211,31676,481908,400263,80842,86169,54361,2020-09-01 00:00:00+00:00,777335,31655,486854,408832,81941,78604,52845,-4967.0,-1525.0,1.0,0.02105932812166944,-1.0,7470.0,315.0,1.0,-0.0142092320704999,-1.0,-6049.0,447.0,1.0,-0.007129569615558148,-1.0,True,3.0,LONG,-3.0,SHORT,2020-09-09 00:00:00+00:00
690782,29386,469084,399945,85572,81097,51168,2020-09-08 00:00:00+00:00,742850,29375,467205,400539,85939,78417,53298,1868.0,6835.0,-1.0,0.008314502949574254,-1.0,227.0,-7243.0,-1.0,-0.002387648442384649,-1.0,-4810.0,1239.0,1.0,-0.002230169991903723,-1.0,True,-1.0,SHORT,-3.0,SHORT,2020-09-16 00:00:00+00:00
658174,29085,447861,394974,90237,67043,47965,2020-09-15 00:00:00+00:00,710489,29744,446751,394296,90661,64829,48407,1769.0,-99.0,1.0,0.0002526502131068309,-1.0,-1102.0,-1329.0,-1.0,0.007906437611505168,1.0,-2656.0,2154.0,1.0,-0.014340003310962596,-1.0,True,1.0,LONG,-1.0,SHORT,2020-09-23 00:00:00+00:00
666412,28166,448397,390535,89840,74981,51976,2020-09-22 00:00:00+00:00,725636,29146,446358,390443,89787,72860,54454,3019.0,1250.0,-1.0,0.005682051968824764,-1.0,-39.0,1063.0,1.0,-0.011788840109568599,-1.0,-4599.0,-1943.0,-1.0,0.005534430988307127,1.0,True,-1.0,SHORT,-1.0,SHORT,2020-09-30 00:00:00+00:00
655912,29604,443074,376743,89581,77163,48037,2020-09-29 00:00:00+00:00,717952,29818,441227,376634,91605,76449,48687,2061.0,-958.0,1.0,0.00021318784227342125,-1.0,-2133.0,-2094.0,-1.0,-0.013409182828154065,-1.0,-1364.0,3235.0,1.0,0.009884660156355071,1.0,True,1.0,LONG,-1.0,SHORT,2020-10-07 00:00:00+00:00
652135,31976,452591,377765,74010,68151,50728,2020-10-06 00:00:00+00:00,711773,31341,450804,377469,77119,67495,49604,1152.0,-909.0,1.0,-0.014607287356645626,1.0,-3405.0,-1272.0,-1.0,0.027979777282435336,1.0,468.0,1832.0,1.0,-0.017688486286059017,-1.0,True,1.0,LONG,1.0,LONG,2020-10-14 00:00:00+00:00
646165,30856,443178,374580,70287,63825,53514,2020-10-13 00:00:00+00:00,693634,30249,441230,376671,72095,62692,55800,1341.0,189.0,-1.0,0.006875117874142966,-1.0,283.0,3688.0,1.0,0.005136055322461253,1.0,-3419.0,-3887.0,-1.0,-0.010759636224783181,-1.0,True,-1.0,SHORT,-1.0,SHORT,2020-10-21 00:00:00+00:00
644667,32301,442622,367379,68726,67693,57879,2020-10-20 00:00:00+00:00,698840,30926,441359,369724,72981,66002,56265,-112.0,-1453.0,1.0,0.0016211728903456901,-1.0,-1910.0,-2193.0,-1.0,-0.007654431779888615,-1.0,-77.0,3342.0,1.0,-0.000733861168056113,-1.0,True,1.0,LONG,-3.0,SHORT,2020-10-28 00:00:00+00:00
636778,35755,432981,361781,68119,60841,56428,2020-10-27 00:00:00+00:00,691570,34790,432143,364357,72920,60052,55205,-127.0,-15.0,1.0,0.01267909430192582,-1.0,-2225.0,-315.0,-1.0,-0.0020985115527089038,-1.0,434.0,511.0,1.0,-0.008293161645497074,-1.0,True,1.0,LONG,-3.0,SHORT,2020-11-04 00:00:00+00:00
627754,44816,417511,361060,74836,49641,59764,2020-11-03 00:00:00+00:00,680961,44801,417568,364392,78274,49014,60348,-72.0,55.0,-1.0,0.030110160610954284,-1.0,-106.0,2119.0,1.0,-0.005219265539697815,-1.0,-1211.0,-1645.0,-1.0,-0.02305594525809341,-1.0,True,-1.0,SHORT,-3.0,SHORT,2020-11-11 00:00:00+00:00
638993,43504,426295,367868,74038,56591,59918,2020-11-10 00:00:00+00:00,683948,42330,427438,372113,75943,54514,60225,-2317.0,-2245.0,1.0,-0.005357572540496847,1.0,2340.0,2446.0,1.0,0.003883588335555188,1.0,-2384.0,-1173.0,-1.0,0.010919113717150706,1.0,True,1.0,LONG,3.0,LONG,2020-11-18 00:00:00+00:00
637946,42782,428115,369264,67796,55787,61398,2020-11-17 00:00:00+00:00,686966,42220,430127,373792,70824,54261,60789,-2574.0,-257.0,1.0,-0.004967832740959244,1.0,1500.0,-840.0,-1.0,0.012727480130456215,1.0,-917.0,1467.0,1.0,-0.0035887854793469915,-1.0,True,1.0,LONG,1.0,LONG,2020-11-25 00:00:00+00:00
644566,40647,438130,374819,66193,57894,59428,2020-11-24 00:00:00+00:00,694836,39491,439678,379593,68813,55973,58697,-2704.0,-130.0,1.0,-0.012646305740660613,1.0,2154.0,654.0,1.0,0.0062517264760640345,1.0,-1190.0,-273.0,-1.0,0.006415519355958704,1.0,True,1.0,LONG,3.0,LONG,2020-12-02 00:00:00+00:00
654257,46995,439274,367187,67560,64671,59125,2020-12-01 00:00:00+00:00,719718,48912,441600,372394,72350,61304,58937,-409.0,2295.0,-1.0,0.017088279053620092,-1.0,417.0,-1737.0,-1.0,-0.02084680494113067,-1.0,-3179.0,-1989.0,-1.0,0.010856687160332078,1.0,True,-3.0,SHORT,-1.0,SHORT,2020-12-09 00:00:00+00:00
683351,44128,448295,371598,71244,72412,58873,2020-12-08 00:00:00+00:00,733134,44100,449499,373959,73999,72281,59331,-1232.0,-823.0,1.0,0.008130758857748388,-1.0,-394.0,-811.0,-1.0,-0.018434219445422728,-1.0,-589.0,2590.0,1.0,0.011335867271642217,1.0,True,1.0,LONG,-1.0,SHORT,2020-12-16 00:00:00+00:00
657046,35770,451853,377303,72034,66504,48447,2020-12-15 00:00:00+00:00,707095,35950,450973,379737,75863,65070,48973,1060.0,2292.0,-1.0,-0.04181450875737536,1.0,-1395.0,-1001.0,-1.0,0.025077186288369968,1.0,-1960.0,-1371.0,-1.0,0.007669435597956766,1.0,True,-3.0,SHORT,3.0,LONG,2020-12-23 00:00:00+00:00
659499,34542,455340,380121,69671,68772,50411,2020-12-21 00:00:00+00:00,716532,34029,453601,382887,75363,66762,48907,1226.0,166.0,-1.0,-0.004793950508536149,1.0,-2926.0,-1531.0,-1.0,0.006127857561178729,1.0,-506.0,1454.0,1.0,0.000358736591219707,1.0,True,-1.0,SHORT,3.0,LONG,2020-12-29 00:00:00+00:00
671643,32291,472333,397781,69960,68234,51624,2020-12-29 00:00:00+00:00,725975,32035,469892,399959,75348,66113,51025,2185.0,959.0,-1.0,-0.017115394539510498,1.0,-3210.0,-284.0,-1.0,0.017352046498150087,1.0,-1522.0,-1016.0,-1.0,-0.0031104307614516075,-1.0,True,-3.0,SHORT,1.0,LONG,2021-01-06 00:00:00+00:00
673532,34129,473829,398567,67572,67843,54977,2021-01-05 00:00:00+00:00,729116,33879,471517,400411,72325,65874,55606,2062.0,-123.0,1.0,0.0023452794917511177,-1.0,-2909.0,301.0,1.0,0.003343570097102788,1.0,-2598.0,-1076.0,-1.0,-0.00562811525728139,-1.0,True,1.0,LONG,-1.0,SHORT,2021-01-13 00:00:00+00:00
677952,31649,479348,397611,69775,72119,48463,2021-01-12 00:00:00+00:00,721744,30870,479323,402058,69487,67494,50716,-754.0,-2816.0,1.0,-0.00754257504876632,1.0,4735.0,7644.0,1.0,-0.00786357776515767,-1.0,-6878.0,-4280.0,-1.0,0.01579104110873307,1.0,True,1.0,LONG,1.0,LONG,2021-01-20 00:00:00+00:00
676515,32544,492392,388004,56895,80097,48853,2021-01-19 00:00:00+00:00,722432,32154,492741,391975,56170,76596,52077,-739.0,15.0,-1.0,-0.019360917860081428,1.0,4696.0,-39.0,-1.0,0.005865187680034911,1.0,-6725.0,153.0,1.0,0.011290424763896661,1.0,True,-1.0,SHORT,3.0,LONG,2021-01-27 00:00:00+00:00
677432,35335,494670,389037,55550,76457,46921,2021-01-26 00:00:00+00:00,726169,34413,495502,394312,55793,73432,49419,-1754.0,-1015.0,1.0,0.0016773831649986581,-1.0,5032.0,336.0,1.0,0.0028477981875845715,1.0,-5523.0,1202.0,1.0,-0.002583802506007739,-1.0,True,3.0,LONG,-1.0,SHORT,2021-02-03 00:00:00+00:00
675520,34702,476340,381415,54720,73530,51409,2021-02-02 00:00:00+00:00,729707,34808,476130,388345,54976,70008,55688,316.0,2070.0,-1.0,0.024278425656119373,-1.0,6674.0,1642.0,1.0,-0.00866111803130759,-1.0,-7801.0,-2278.0,-1.0,-0.010853323216706103,-1.0,True,-1.0,SHORT,-3.0,SHORT,2021-02-10 00:00:00+00:00
673116,29639,476896,386455,53379,70898,48435,2021-02-09 00:00:00+00:00,717791,29892,475097,390804,53449,67489,52387,2052.0,1736.0,-1.0,-0.010682668049535105,1.0,4279.0,-2395.0,-1.0,0.011207017130232866,1.0,-7361.0,440.0,1.0,0.0006250377142616587,1.0,True,-1.0,SHORT,3.0,LONG,2021-02-17 00:00:00+00:00
675761,28131,479310,396030,56623,68136,48708,2021-02-16 00:00:00+00:00,718146,28275,478894,399621,57160,65581,51100,560.0,-1492.0,1.0,-0.0032030700389238387,1.0,3054.0,-1225.0,-1.0,0.007431891557485082,1.0,-4947.0,2414.0,1.0,-0.004621853062561115,-1.0,True,1.0,LONG,1.0,LONG,2021-02-24 00:00:00+00:00
696916,28603,483691,402165,57490,72092,54006,2021-02-23 00:00:00+00:00,743343,27524,483228,404739,58174,71137,55981,-616.0,-1176.0,1.0,0.014657950396316344,-1.0,1890.0,-1164.0,-1.0,-0.007687135557888025,-1.0,-2930.0,2017.0,1.0,-0.0027983318210856555,-1.0,True,1.0,LONG,-3.0,SHORT,2021-03-03 00:00:00+00:00
698229,31023,467221,402346,65297,73422,55194,2021-03-02 00:00:00+00:00,746742,31249,464889,405335,65747,71031,58524,2558.0,3174.0,-1.0,0.028282114448404894,-1.0,2539.0,649.0,1.0,-0.011851946528042168,-1.0,-5721.0,-2791.0,-1.0,0.0001545706492306169,1.0,True,-1.0,SHORT,-1.0,SHORT,2021-03-10 00:00:00+00:00
722123,33499,444345,394927,70728,64247,64173,2021-03-09 00:00:00+00:00,766605,36892,443033,399448,72129,62647,70108,4705.0,2147.0,-1.0,0.05577868680794562,-1.0,3120.0,581.0,1.0,-0.033767250398280435,-1.0,-7535.0,-1814.0,-1.0,-0.026003572685169805,-1.0,True,-1.0,SHORT,-3.0,SHORT,2021-03-17 00:00:00+00:00
638977,26711,430548,404576,66921,48912,60735,2021-03-16 00:00:00+00:00,684075,28505,428318,409510,69040,47212,65609,4024.0,-681.0,1.0,-0.06306367767972831,1.0,2815.0,-305.0,-1.0,0.07947799853093768,1.0,-6574.0,961.0,1.0,-0.018605489027533114,-1.0,True,1.0,LONG,1.0,LONG,2021-03-24 00:00:00+00:00
641428,27253,431005,398839,69324,51452,58114,2021-03-23 00:00:00+00:00,690625,29641,426650,403739,71112,48637,64997,6743.0,2719.0,-1.0,0.002547512056622625,-1.0,3112.0,297.0,1.0,-0.01470965315285977,-1.0,-9698.0,-3124.0,-1.0,0.008116812621009889,1.0,True,-1.0,SHORT,-1.0,SHORT,2021-03-31 00:00:00+00:00
645121,34931,416782,385040,79882,57133,63913,2021-03-30 00:00:00+00:00,706030,39874,414396,390004,78897,56072,75797,7329.0,586.0,-1.0,0.03755200725827612,-1.0,5949.0,2837.0,1.0,-0.040696507259286585,-1.0,-12945.0,-3247.0,-1.0,-0.00012345553854923273,-1.0,True,-1.0,SHORT,-3.0,SHORT,2021-04-07 00:00:00+00:00
642671,34432,414427,390933,76823,53206,65295,2021-04-06 00:00:00+00:00,695393,38028,410752,392837,76201,46551,68267,7271.0,-58.0,1.0,0.0006314743693118796,-1.0,2526.0,-3423.0,-1.0,0.015732637506472136,1.0,-9627.0,3318.0,1.0,-0.008300901484591169,-1.0,True,1.0,LONG,-1.0,SHORT,2021-04-14 00:00:00+00:00
648681,33974,421920,393478,72885,55274,65489,2021-04-13 00:00:00+00:00,688609,37497,421431,397324,72906,51325,69001,4012.0,-3259.0,1.0,-0.006779048582632563,1.0,3825.0,1299.0,1.0,0.005465814417139614,1.0,-7461.0,2166.0,1.0,0.003063218211191477,1.0,True,3.0,LONG,3.0,LONG,2021-04-21 00:00:00+00:00
661640,33403,449085,393760,63317,61556,61540,2021-04-20 00:00:00+00:00,709305,37569,447904,398475,64270,56769,65690,5347.0,1335.0,-1.0,-0.030206492266893537,1.0,3762.0,-63.0,-1.0,0.005207311436257522,1.0,-8937.0,-1476.0,-1.0,0.015771521936241803,1.0,True,-3.0,SHORT,3.0,LONG,2021-04-28 00:00:00+00:00
672072,37516,457177,396062,66117,63322,63360,2021-04-27 00:00:00+00:00,719141,38391,456072,400997,68062,60347,65460,1980.0,-3367.0,1.0,0.0038314483643194786,-1.0,2990.0,-772.0,-1.0,-0.00849322079386694,-1.0,-5075.0,3862.0,1.0,-8.072389582764906e-05,-1.0,True,1.0,LONG,-3.0,SHORT,2021-05-05 00:00:00+00:00
677397,37028,460132,398683,65948,59981,63801,2021-05-04 00:00:00+00:00,723759,39250,460063,404235,67875,58892,68761,2291.0,311.0,-1.0,-0.00017407448092832123,1.0,3625.0,635.0,1.0,0.00025946463570436507,1.0,-6049.0,-974.0,-1.0,-0.005582692152736949,-1.0,True,-1.0,SHORT,1.0,LONG,2021-05-12 00:00:00+00:00
697211,28318,476767,406686,67350,72130,69703,2021-05-11 00:00:00+00:00,738999,28395,475751,413035,68982,68481,72391,1093.0,-1198.0,1.0,-0.018601430500920224,1.0,4717.0,1092.0,1.0,-0.004491561969490798,-1.0,-6337.0,-288.0,-1.0,0.009120245918100036,1.0,True,1.0,LONG,1.0,LONG,2021-05-19 00:00:00+00:00
727631,27823,507106,440386,66190,70419,73738,2021-05-18 00:00:00+00:00,775333,26445,507401,446142,67765,69332,75487,-1673.0,-2766.0,1.0,-0.015485500388721096,1.0,4181.0,-536.0,-1.0,0.027561274024593352,1.0,-2836.0,3501.0,1.0,-0.00804239015552666,-1.0,True,1.0,LONG,1.0,LONG,2021-05-26 00:00:00+00:00
738138,27676,516244,445783,67407,70981,73484,2021-05-25 00:00:00+00:00,790140,26958,518168,450696,68592,70278,74494,-2642.0,-969.0,1.0,-0.0032028536308313926,1.0,3728.0,-453.0,-1.0,-0.0016574062563708969,-1.0,-1713.0,1123.0,1.0,0.0011704131180526136,1.0,True,1.0,LONG,1.0,LONG,2021-06-02 00:00:00+00:00
742079,27372,521623,452078,67875,69560,69723,2021-06-01 00:00:00+00:00,789666,26891,524474,458325,68935,68407,70822,-3332.0,-690.0,1.0,-0.004143065213293551,1.0,5187.0,1459.0,1.0,0.005129924041702094,1.0,-2252.0,-539.0,-1.0,0.003171311669522223,1.0,True,1.0,LONG,3.0,LONG,2021-06-09 00:00:00+00:00
743159,23841,517905,453297,66384,63558,70560,2021-06-08 00:00:00+00:00,778123,24816,519508,457204,67382,63909,73919,-628.0,2704.0,-1.0,0.0012195484430789216,-1.0,2909.0,-2278.0,-1.0,0.002894188495850991,1.0,-3008.0,-756.0,-1.0,-0.009202287497807736,-1.0,True,-3.0,SHORT,-1.0,SHORT,2021-06-16 00:00:00+00:00
694722,16470,501518,454721,68198,49079,51822,2021-06-15 00:00:00+00:00,734285,16829,504056,459877,69150,49527,54164,-2179.0,-1551.0,1.0,-0.03337405897574619,1.0,4204.0,1295.0,1.0,0.03573788382445153,1.0,-1894.0,1114.0,1.0,0.00547359873472096,1.0,True,3.0,LONG,3.0,LONG,2021-06-23 00:00:00+00:00
694804,19485,457928,448787,84289,52382,68507,2021-06-22 00:00:00+00:00,751104,19814,461824,453210,83208,51931,67211,-3567.0,-1388.0,1.0,0.06715887010657151,-1.0,5504.0,1300.0,1.0,-0.0317652494825571,-1.0,845.0,2739.0,1.0,-0.019259641907591222,-1.0,True,3.0,LONG,-3.0,SHORT,2021-06-30 00:00:00+00:00
697425,21157,455454,450042,86760,51345,64095,2021-06-29 00:00:00+00:00,759123,21244,460038,454437,84085,49870,64888,-4497.0,-930.0,1.0,0.00831621001267513,-1.0,7070.0,1566.0,1.0,-0.003715081931636277,-1.0,-2268.0,-3113.0,-1.0,0.004926448185295442,1.0,True,1.0,LONG,-1.0,SHORT,2021-07-07 00:00:00+00:00
699383,24503,441656,445331,94060,52702,68652,2021-07-06 00:00:00+00:00,772128,23782,446621,451419,90294,51155,70826,-5686.0,-1189.0,1.0,0.0262563944864026,-1.0,9854.0,2784.0,1.0,-0.018631999117907472,-1.0,-3721.0,-1453.0,-1.0,-0.004524280334522384,-1.0,True,1.0,LONG,-3.0,SHORT,2021-07-14 00:00:00+00:00
688952,25282,413540,426597,96349,59722,81863,2021-07-13 00:00:00+00:00,753820,27483,420659,430138,96696,62161,80380,-4918.0,768.0,-1.0,0.032909898539558835,-1.0,3194.0,-6660.0,-1.0,-0.022910075635538485,-1.0,3922.0,7643.0,1.0,-0.009331401123044952,-1.0,True,-1.0,SHORT,-3.0,SHORT,2021-07-21 00:00:00+00:00
683075,43547,386877,413093,108926,54722,88458,2021-07-20 00:00:00+00:00,744288,45534,393628,415249,109402,56337,83843,-4764.0,154.0,-1.0,0.060924531455404884,-1.0,1680.0,-1514.0,-1.0,-0.03405756291012352,-1.0,6230.0,2308.0,1.0,-0.017251210225722305,-1.0,True,-1.0,SHORT,-3.0,SHORT,2021-07-28 00:00:00+00:00
678008,44381,375205,401410,113184,53235,86419,2021-07-27 00:00:00+00:00,737069,46868,382239,404043,114075,53372,83866,-4547.0,217.0,-1.0,0.01468891719142923,-1.0,1742.0,62.0,1.0,-0.02018370227842564,-1.0,2690.0,-3540.0,-1.0,0.00044505203287766026,1.0,True,-1.0,SHORT,-1.0,SHORT,2021-08-04 00:00:00+00:00
674491,45158,373396,397915,109126,51182,88923,2021-08-03 00:00:00+00:00,732213,47055,379175,402716,110148,50271,89097,-3882.0,665.0,-1.0,0.0012897603396018753,-1.0,3779.0,2037.0,1.0,0.003051340336151953,1.0,-1085.0,-3775.0,-1.0,-0.007011411347116588,-1.0,True,-1.0,SHORT,-1.0,SHORT,2021-08-11 00:00:00+00:00
702098,54108,375546,408653,122303,59526,97549,2021-08-10 00:00:00+00:00,755292,55157,375413,413012,122043,56132,96950,1182.0,5064.0,-1.0,0.028820509261718585,-1.0,4619.0,840.0,1.0,-0.02030937200443156,-1.0,-2795.0,-1710.0,-1.0,0.0017985292579533949,1.0,True,-1.0,SHORT,-1.0,SHORT,2021-08-18 00:00:00+00:00
694792,50534,368099,400826,126330,58690,92187,2021-08-17 00:00:00+00:00,747603,51272,369948,405173,125809,56144,92034,-1111.0,-2293.0,1.0,0.0007601278157208791,-1.0,4868.0,249.0,1.0,-0.012772534607055797,-1.0,-2393.0,402.0,1.0,0.005944706305655668,1.0,True,3.0,LONG,-1.0,SHORT,2021-08-25 00:00:00+00:00
698547,51406,361523,397176,133097,62532,83371,2021-08-24 00:00:00+00:00,750650,52108,364492,402703,133253,59025,83773,-2267.0,-1156.0,1.0,0.013119057851417093,-1.0,5371.0,503.0,1.0,-0.017036093924907847,-1.0,-3909.0,-1516.0,-1.0,0.018379628535111225,1.0,True,1.0,LONG,-1.0,SHORT,2021-09-01 00:00:00+00:00
705110,50492,359275,402394,132336,56161,94209,2021-08-31 00:00:00+00:00,752386,51021,361988,407330,133005,53963,94909,-2184.0,83.0,-1.0,0.006024047626551676,-1.0,4267.0,-1104.0,-1.0,0.004960815667724883,1.0,-2898.0,1011.0,1.0,-0.024128452429151157,-1.0,True,-1.0,SHORT,-1.0,SHORT,2021-09-08 00:00:00+00:00
696734,42340,376699,406694,122155,51065,82340,2021-09-07 00:00:00+00:00,734943,39766,375449,409562,123256,49549,82311,-1324.0,860.0,-1.0,-0.0419730234449765,1.0,1767.0,-2500.0,-1.0,0.025388481593732914,1.0,-1487.0,1411.0,1.0,0.009072368937346295,1.0,True,-1.0,SHORT,3.0,LONG,2021-09-15 00:00:00+00:00
653102,20864,360165,410293,120563,48022,74166,2021-09-14 00:00:00+00:00,692667,21618,361163,412811,121202,46070,74697,-244.0,1080.0,-1.0,-0.03962745242968907,1.0,1879.0,112.0,1.0,0.03523164844732152,1.0,-2483.0,-996.0,-1.0,0.004857505443988601,1.0,True,-1.0,SHORT,3.0,LONG,2021-09-22 00:00:00+00:00
663519,20461,350717,424705,134554,50898,80625,2021-09-21 00:00:00+00:00,710412,20916,351382,427268,133806,46735,80055,-210.0,34.0,-1.0,0.021788167258154245,-1.0,3311.0,1432.0,1.0,-0.006330193630707637,-1.0,-3593.0,-1110.0,-1.0,-0.004771532202236015,-1.0,True,-1.0,SHORT,-3.0,SHORT,2021-09-29 00:00:00+00:00
668067,28469,326257,412831,139678,53203,98491,2021-09-28 00:00:00+00:00,720568,28571,329052,416227,137956,50938,98408,-2693.0,-2483.0,1.0,0.0519883401895595,-1.0,5118.0,1807.0,1.0,-0.028420503096761585,-1.0,-2182.0,1411.0,1.0,-0.022987575130691017,-1.0,True,3.0,LONG,-3.0,SHORT,2021-10-06 00:00:00+00:00
