guard_event_id,guard_session_id,baseline_lifecycle_event_id,paper_shadow_event_id,source_cluster_id,family_event_id,decision_bar_time,broker_day,symbol,direction,input_paper_shadow_action,baseline_lifecycle_stage,baseline_synthetic_open_state,baseline_synthetic_close_reason,baseline_synthetic_net_r,proxy_cost_r,guard_decision,guard_block_reason,guarded_synthetic_net_r,guarded_running_equity_r,guarded_running_peak_r,guarded_running_drawdown_r,guarded_daily_realized_r,daily_lock_active_after_event,portfolio_lock_active_after_event,demo_authorized,blocker_override_mode,mt5_runtime_touched,broker_action_code_allowed,guard_notes
PH3GUARD00097,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00097,PH3SHADOW00097,WS099,FAM00054,2026.05.28 05:40:00,2026.05.28,XAUUSD,LONG,NO_EXPOSURE_DUPLICATE_IGNORED,NO_EXPOSURE_REVIEW_ONLY,NO_SYNTHETIC_OPEN,observer_duplicate,0.0000,0.0837,NO_EXPOSURE_REVIEW_ONLY,baseline_no_exposure,0.0000,-3.5803,0.0000,-3.5803,0.0000,false,false,false,side_experiment_only,false,false,No synthetic exposure was available from the paper-shadow layer.
PH3GUARD00098,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00098,PH3SHADOW00098,WS100,FAM00055,2026.05.28 06:20:00,2026.05.28,XAUUSD,LONG,WOULD_PAPER_SHADOW_OPEN,OPENED_THEN_CLOSED,SYNTHETIC_OPENED,synthetic_time_stop_small_win,0.1366,0.2134,BLOCKED_PORTFOLIO_BUDGET,portfolio_worst_case_loss_budget_would_breach,0.0000,-3.5803,0.0000,-3.5803,0.0000,false,false,false,side_experiment_only,false,false,Guard blocked synthetic exposure: portfolio_worst_case_loss_budget_would_breach.
PH3GUARD00099,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00099,PH3SHADOW00099,WS101,FAM00055,2026.05.28 06:20:00,2026.05.28,XAUUSD,LONG,NO_EXPOSURE_DUPLICATE_IGNORED,NO_EXPOSURE_REVIEW_ONLY,NO_SYNTHETIC_OPEN,observer_duplicate,0.0000,0.2134,NO_EXPOSURE_REVIEW_ONLY,baseline_no_exposure,0.0000,-3.5803,0.0000,-3.5803,0.0000,false,false,false,side_experiment_only,false,false,No synthetic exposure was available from the paper-shadow layer.
PH3GUARD00100,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00100,PH3SHADOW00100,WS102,FAM00056,2026.05.28 06:25:00,2026.05.28,XAUUSD,LONG,WOULD_PAPER_SHADOW_OPEN,OPENED_THEN_CLOSED,SYNTHETIC_OPENED,synthetic_target_hit,1.3365,0.1635,BLOCKED_PORTFOLIO_BUDGET,portfolio_worst_case_loss_budget_would_breach,0.0000,-3.5803,0.0000,-3.5803,0.0000,false,false,false,side_experiment_only,false,false,Guard blocked synthetic exposure: portfolio_worst_case_loss_budget_would_breach.
PH3GUARD00101,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00101,PH3SHADOW00101,WS103,FAM00056,2026.05.28 06:25:00,2026.05.28,XAUUSD,LONG,NO_EXPOSURE_DUPLICATE_IGNORED,NO_EXPOSURE_REVIEW_ONLY,NO_SYNTHETIC_OPEN,observer_duplicate,0.0000,0.1635,NO_EXPOSURE_REVIEW_ONLY,baseline_no_exposure,0.0000,-3.5803,0.0000,-3.5803,0.0000,false,false,false,side_experiment_only,false,false,No synthetic exposure was available from the paper-shadow layer.
PH3GUARD00102,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00102,PH3SHADOW00102,WS104,FAM00057,2026.05.28 08:00:00,2026.05.28,XAUUSD,LONG,WOULD_PAPER_SHADOW_OPEN,OPENED_THEN_CLOSED,SYNTHETIC_OPENED,synthetic_break_even,-0.1571,0.1571,BLOCKED_PORTFOLIO_BUDGET,portfolio_worst_case_loss_budget_would_breach,0.0000,-3.5803,0.0000,-3.5803,0.0000,false,false,false,side_experiment_only,false,false,Guard blocked synthetic exposure: portfolio_worst_case_loss_budget_would_breach.
PH3GUARD00103,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00103,PH3SHADOW00103,WS105,FAM00057,2026.05.28 08:00:00,2026.05.28,XAUUSD,LONG,NO_EXPOSURE_DUPLICATE_IGNORED,NO_EXPOSURE_REVIEW_ONLY,NO_SYNTHETIC_OPEN,observer_duplicate,0.0000,0.1571,NO_EXPOSURE_REVIEW_ONLY,baseline_no_exposure,0.0000,-3.5803,0.0000,-3.5803,0.0000,false,false,false,side_experiment_only,false,false,No synthetic exposure was available from the paper-shadow layer.
PH3GUARD00104,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00104,PH3SHADOW00104,WS106,FAM00058,2026.05.28 10:15:00,2026.05.28,XAUUSD,SHORT,WOULD_PAPER_SHADOW_OPEN,OPENED_THEN_CLOSED,SYNTHETIC_OPENED,synthetic_time_stop_small_loss,-0.3827,0.1327,BLOCKED_PORTFOLIO_BUDGET,portfolio_worst_case_loss_budget_would_breach,0.0000,-3.5803,0.0000,-3.5803,0.0000,false,false,false,side_experiment_only,false,false,Guard blocked synthetic exposure: portfolio_worst_case_loss_budget_would_breach.
PH3GUARD00105,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00105,PH3SHADOW00105,WS107,FAM00059,2026.05.28 10:35:00,2026.05.28,XAUUSD,SHORT,WOULD_PAPER_SHADOW_OPEN,OPENED_THEN_CLOSED,SYNTHETIC_OPENED,synthetic_target_hit,1.3483,0.1517,BLOCKED_PORTFOLIO_BUDGET,portfolio_worst_case_loss_budget_would_breach,0.0000,-3.5803,0.0000,-3.5803,0.0000,false,false,false,side_experiment_only,false,false,Guard blocked synthetic exposure: portfolio_worst_case_loss_budget_would_breach.
PH3GUARD00106,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00106,PH3SHADOW00106,WS108,FAM00060,2026.05.28 10:40:00,2026.05.28,XAUUSD,SHORT,WOULD_PAPER_SHADOW_OPEN,OPENED_THEN_CLOSED,SYNTHETIC_OPENED,synthetic_stop_hit,-1.2269,0.2269,BLOCKED_PORTFOLIO_BUDGET,portfolio_worst_case_loss_budget_would_breach,0.0000,-3.5803,0.0000,-3.5803,0.0000,false,false,false,side_experiment_only,false,false,Guard blocked synthetic exposure: portfolio_worst_case_loss_budget_would_breach.
PH3GUARD00107,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00107,PH3SHADOW00107,WS109,FAM00061,2026.05.28 11:25:00,2026.05.28,XAUUSD,SHORT,BLOCKED_SUSPEND_FAMILY,NO_EXPOSURE_REVIEW_ONLY,NO_SYNTHETIC_OPEN,net_expectancy_below_minimum_after_proxy_cost,0.0000,0.3631,NO_EXPOSURE_REVIEW_ONLY,baseline_no_exposure,0.0000,-3.5803,0.0000,-3.5803,0.0000,false,false,false,side_experiment_only,false,false,No synthetic exposure was available from the paper-shadow layer.
PH3GUARD00108,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00108,PH3SHADOW00108,WS110,FAM00061,2026.05.28 11:25:00,2026.05.28,XAUUSD,SHORT,NO_EXPOSURE_DUPLICATE_IGNORED,NO_EXPOSURE_REVIEW_ONLY,NO_SYNTHETIC_OPEN,observer_duplicate,0.0000,0.3631,NO_EXPOSURE_REVIEW_ONLY,baseline_no_exposure,0.0000,-3.5803,0.0000,-3.5803,0.0000,false,false,false,side_experiment_only,false,false,No synthetic exposure was available from the paper-shadow layer.
PH3GUARD00109,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00109,PH3SHADOW00109,WS111,FAM00062,2026.05.28 11:30:00,2026.05.28,XAUUSD,SHORT,WOULD_PAPER_SHADOW_OPEN,OPENED_THEN_CLOSED,SYNTHETIC_OPENED,synthetic_time_stop_small_loss,-0.4679,0.2179,BLOCKED_PORTFOLIO_BUDGET,portfolio_worst_case_loss_budget_would_breach,0.0000,-3.5803,0.0000,-3.5803,0.0000,false,false,false,side_experiment_only,false,false,Guard blocked synthetic exposure: portfolio_worst_case_loss_budget_would_breach.
PH3GUARD00110,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00110,PH3SHADOW00110,WS112,FAM00062,2026.05.28 11:30:00,2026.05.28,XAUUSD,SHORT,NO_EXPOSURE_DUPLICATE_IGNORED,NO_EXPOSURE_REVIEW_ONLY,NO_SYNTHETIC_OPEN,observer_duplicate,0.0000,0.2179,NO_EXPOSURE_REVIEW_ONLY,baseline_no_exposure,0.0000,-3.5803,0.0000,-3.5803,0.0000,false,false,false,side_experiment_only,false,false,No synthetic exposure was available from the paper-shadow layer.
PH3GUARD00111,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00111,PH3SHADOW00111,WS113,FAM00063,2026.05.28 11:45:00,2026.05.28,XAUUSD,SHORT,WOULD_PAPER_SHADOW_OPEN,OPENED_THEN_CLOSED,SYNTHETIC_OPENED,synthetic_stop_hit,-1.2278,0.2278,BLOCKED_PORTFOLIO_BUDGET,portfolio_worst_case_loss_budget_would_breach,0.0000,-3.5803,0.0000,-3.5803,0.0000,false,false,false,side_experiment_only,false,false,Guard blocked synthetic exposure: portfolio_worst_case_loss_budget_would_breach.
PH3GUARD00112,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00112,PH3SHADOW00112,WS114,FAM00063,2026.05.28 11:45:00,2026.05.28,XAUUSD,SHORT,NO_EXPOSURE_DUPLICATE_IGNORED,NO_EXPOSURE_REVIEW_ONLY,NO_SYNTHETIC_OPEN,observer_duplicate,0.0000,0.2278,NO_EXPOSURE_REVIEW_ONLY,baseline_no_exposure,0.0000,-3.5803,0.0000,-3.5803,0.0000,false,false,false,side_experiment_only,false,false,No synthetic exposure was available from the paper-shadow layer.
PH3GUARD00113,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00113,PH3SHADOW00113,WS115,FAM00064,2026.05.28 11:50:00,2026.05.28,XAUUSD,SHORT,WOULD_PAPER_SHADOW_OPEN,OPENED_THEN_CLOSED,SYNTHETIC_OPENED,synthetic_time_stop_small_win,0.1618,0.1882,BLOCKED_PORTFOLIO_BUDGET,portfolio_worst_case_loss_budget_would_breach,0.0000,-3.5803,0.0000,-3.5803,0.0000,false,false,false,side_experiment_only,false,false,Guard blocked synthetic exposure: portfolio_worst_case_loss_budget_would_breach.
PH3GUARD00114,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00114,PH3SHADOW00114,WS116,FAM00064,2026.05.28 11:50:00,2026.05.28,XAUUSD,SHORT,NO_EXPOSURE_DUPLICATE_IGNORED,NO_EXPOSURE_REVIEW_ONLY,NO_SYNTHETIC_OPEN,observer_duplicate,0.0000,0.1882,NO_EXPOSURE_REVIEW_ONLY,baseline_no_exposure,0.0000,-3.5803,0.0000,-3.5803,0.0000,false,false,false,side_experiment_only,false,false,No synthetic exposure was available from the paper-shadow layer.
PH3GUARD00115,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00115,PH3SHADOW00115,WS117,FAM00065,2026.05.28 12:25:00,2026.05.28,XAUUSD,SHORT,WOULD_PAPER_SHADOW_OPEN,OPENED_THEN_CLOSED,SYNTHETIC_OPENED,synthetic_target_hit,1.3088,0.1912,BLOCKED_PORTFOLIO_BUDGET,portfolio_worst_case_loss_budget_would_breach,0.0000,-3.5803,0.0000,-3.5803,0.0000,false,false,false,side_experiment_only,false,false,Guard blocked synthetic exposure: portfolio_worst_case_loss_budget_would_breach.
PH3GUARD00116,phase3-lifecycle-guard-side-experiment-v0,PH3LIFE00116,PH3SHADOW00116,WS118,FAM00065,2026.05.28 12:25:00,2026.05.28,XAUUSD,SHORT,NO_EXPOSURE_DUPLICATE_IGNORED,NO_EXPOSURE_REVIEW_ONLY,NO_SYNTHETIC_OPEN,observer_duplicate,0.0000,0.1912,NO_EXPOSURE_REVIEW_ONLY,baseline_no_exposure,0.0000,-3.5803,0.0000,-3.5803,0.0000,false,false,false,side_experiment_only,false,false,No synthetic exposure was available from the paper-shadow layer.
